movieId,cast
260,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness|Anthony Daniels|Kenny Baker|Peter Mayhew|David Prowse|Phil Brown|Shelagh Fraser|Jack Purvis|Alex McCrindle|Eddie Byrne|Drewe Henley|
261,Winona Ryder|Gabriel Byrne|Trini Alvarado|Samantha Mathis|Kirsten Dunst|Claire Danes|Christian Bale|Eric Stoltz|John Neville|Mary Wickes|Susan Sarandon|Florence Paterson|Robin Collins|Corrie Clark|Rebecca Toolan|
262,Liesel Matthews|Eleanor Bron|Liam Cunningham|Rusty Schwimmer|Arthur Malet|Vanessa Lee Chester|Errol Sitahal|Heather DeLoach|Taylor Fry|Darcie Bradford|Rachael Bella|Camilla Belle|Lauren Blumenfeld|Kelsey Mulrooney|
263,Crissy Rock|Vladimir Vega|Sandie Lavelle|Mauricio Venegas|Ray Winstone|Clare Perkins|Jason Stracey|Luke Brown|Lily Farrell|Scottie Moore|Linda Ross|Kim Hartley|Jimmy Batten|Sue Sawyer|Pamela Hunt|
264,Nathalie Cardone|Marc Lavoine|Christiane Minazzoli|Dora Doll|Mario David|Thomas Chabrol|Yves Verhoeven|Amaya Antolin|Claire De Beaumont|
265,Marco Leonardi|Lumi Cavazos|Ada Carrasco|Yareli Arizmendi|Pilar Aranda|Farnesio de Bernal|Rodolfo Arias|Margarita Isabel|Sandra Arau|Regino Herrera|
266,Brad Pitt|Anthony Hopkins|Aidan Quinn|Julia Ormond|Henry Thomas|Karina Lombard|Tantoo Cardinal|Gordon Tootoosis|Paul Desmond|Christina Pickles|Robert Wisden|John Novak|Kenneth Welsh|Bill Dow|Sam Sarkar|
267,Damon Wayans|Michael Ironside|Scott Bigelow|Joseph Blaire|Orlando Brown|Stephen Coleman|Mark Conway|David DeHart|Joshua Todd Diveley|Michael Gabel|Albert Hall|William Hickey|Ross Bickell|
268,Tim Roth|Edward Furlong|Moira Kelly|Vanessa Redgrave|Paul Guilfoyle|Natalya Andreychenko|Maximilian Schell|David Vadim|Mina Bern|Boris McGiver|Mohammed Ghaffari|Michael Khmurov|Dmitry Preyers|David Ross|Ron Brice|
269,Angel Aviles|Seidy Lopez|Jacob Vargas|Devine|Monica Lutton|Christina Solis|Arthur Esquer|Gabriel Gonzales|Magali Alvarado|Jesse Borrego|Marita De Leon|
270,Warren Beatty|Annette Bening|Katharine Hepburn|Garry Shandling|Chloe Webb|Pierce Brosnan|Kate Capshaw|Paul Mazursky|Brenda Vaccaro|Glenn Shadix|Barry Miller|Harold Ramis|Linda Wallem|Meagen Fay|Ray Girardin|
271,Jessica Lange|Halle Berry|David Strathairn|Daisy Eagan|Marc John Jefferies|Joie Lee|Regina Taylor|LaTanya Richardson Jackson|Jacqueline Brookes|Paulette McDaniels|Velma Austin|
272,Rupert Graves|Helen Mirren|Amanda Donohoe|Charlotte Curley|Eve Camden|Thomas Copeland|Joanna Hall|Cassandra Halliburton|Russell Martin|Natalie Palys|Rupert Everett|David Leon|Martin Julier|
273,Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn|Ian Holm|Richard Briers|John Cleese|Robert Hardy|Cherie Lunghi|Celia Imrie|Trevyn McDowell|Gerard Horan|Mark Hadfield|Joanna Roth|
274,Chevy Chase|Farrah Fawcett|Jonathan Taylor Thomas|George Wendt|David Shiner|Art LaFleur|Richard Portnow|Richard Foronjy|Peter Appel|Chief Leonard George|George Greif|Ron Canada|Christopher Miranda|Zachary Browne|Spencer Vrooman|
275,Steve Martin|Madeline Kahn|Robert Klein|Anthony LaPaglia|Juliette Lewis|Rob Reiner|Adam Sandler|Liev Schreiber|Rita Wilson|Parker Posey|Jon Stewart|Joely Fisher|Steven Randazzo|Christine Cavanaugh|Henry Brown|
276,Melanie Griffith|Ed Harris|Michael Patrick Carter|Malcolm McDowell|Anne Heche|Casey Siemaszko|Philip Bosco|Brian Christopher|Adam LaVorgna|Kevin Scannell|Jessica Wesson|Amanda Sharkey|Margaret Nagle|Katie Powell|Tom Coop|
277,Richard Attenborough|Elizabeth Perkins|Dylan McDermott|James Remar|Jane Leeves|Simon Jones|William Windom|Mara Wilson|Robert Prosky|Kathrine Narducci|Mary McCormack|Alvin Greenman|Allison Janney|Greg Noonan|
278,Sarah Jessica Parker|Gil Bellows|Antonio Banderas|Mia Farrow|Paul Mazursky|Kevin Pollak|Barbara Garrick|Carla Gugino|Bo Eason|Naomi Campbell|Jeremy Piven|Kelly Bishop|Mark Blum|Norman Steinberg|Ben Stein|
279,Edward James Olmos|Rafael Cortes|Ivette Reina|Amelia Zapata|Jacob Vargas|Emilio Del Haro|Abel Woolrich|Rosalee Mayeux|Jennifer Lopez|Alicia del Lago|Anthony Gonzalez|Michael Gonzalez|Esai Morales|
280,Christian Slater|Kevin Bacon|Gary Oldman|Embeth Davidtz|Stephen Tobolowsky|Brad Dourif|Mia Kirshner|Ben Slack|Stefan Gierasch|Kyra Sedgwick|Alex Bookston|Richie Allan|Herb Ritts|
281,Paul Newman|Jessica Tandy|Bruce Willis|Melanie Griffith|Dylan Walsh|Pruitt Taylor Vince|Gene Saks|Josef Sommer|Philip Seymour Hoffman|Philip Bosco|Catherine Dent|Alexander Goodwin|Jay Patterson|Jerry Mayer|
282,Jodie Foster|Liam Neeson|Natasha Richardson|Richard Libertini|Nick Searcy|Robin Mullins|Jeremy Davies|Sean Bridgers|Joe Inscoe|Stephanie Dawn Wood|Mary Lynn Riner|Lucile McIntyre|
283,Gabriel Casseus|Saul Stein|Gwen McGee|Andre Moore|Donald Faison|Devin Eggleston|Michele Morgan|Samantha Brown|Christine Baranski|Robert Jason Jackson|Roscoe Orman|Heavy D|
285,Craig Fairbrass|Elizabeth Hurley|Keith Allen|Anita Dobson|Jesse Birdsall|Craig Kelly|Faith Kent|Georgina Hale|Samantha Spiro|Steven Brand|Zoe Heyes|Annette Badland|Natasha Humphrey|Jack McKenzie|Christopher Adamson|
287,Laura San Giacomo|Paul Rhys|Cristi Conaway|Fisher Stevens|Alan Lightner|Vincent Lars|Carter Collins|Michelle Koeppe|
288,Woody Harrelson|Juliette Lewis|Tom Sizemore|Rodney Dangerfield|Everett Quinton|Jared Harris|Pruitt Taylor Vince|Edie McClurg|Russell Means|Lanny Flaherty|Richard Lineback|Kirk Baltz|Ed White|
289,Marisa Tomei|Bonnie Hunt|Joaquim de Almeida|Fisher Stevens|Billy Zane|Adam LeFevre|John Benjamin Hickey|Siobhan Fallon Hogan|Antonia Rey|Phyllis Newman|Denise Du Maurier|Tammy Minoff|Harry Barandes|Jessica Hertel|
290,Rena Owen|Temuera Morrison|Julian Arahanga|Taungaroa Emile|Joseph Kairau|Cliff Curtis|Pete Smith|George Henare|Mere Boynton|Shannon Williams|Calvin Tuteao|Ray Bishop|Ian Mune|
291,Alyssa Milano|Johnathon Schaech|Xander Berkeley|Belinda Bauer|Camilla Belle|Kathryne Dora Brown|Walter Kim|Victoria Haas|Tara Ellison|Mychal Wilson|Joey Krees|Kate Rodger|Howard Brown|
292,Dustin Hoffman|Rene Russo|Morgan Freeman|Kevin Spacey|Donald Sutherland|Patrick Dempsey|Zakes Mokae|Malick Bowens|Susan Lee Hoffman|Benito Martinez|Bruce Jarchow|Leland Hayward III|Daniel Chodos|Dale Dye|
293,Jean Reno|Gary Oldman|Natalie Portman|Danny Aiello|Peter Appel|Willi One Blood|Don Creech|Randolph Scott|Michael Badalucco|Ellen Greene|Elizabeth Regen|Frank Senger|Lucius Wyatt Cherokee|
294,Marisa Tomei|Alfred Molina|Anjelica Huston|Chazz Palminteri|Trini Alvarado|Celia Cruz|Ranjit Chowdhry|Diego Wallraff|Ellen Cleghorne|Angela Lanza|Jose Felipe Padron|Bill Sage|Vincent Gallo|Billy Hopkins|
295,William Baldwin|John Leguizamo|Sadie Frost|Erika Eleniak|Michael Lerner|Joan Plowright|Mike Starr|Julio Oscar Mechoso|Floyd Vivino|Babs Chula|Tony Perri|Randy Butcher|Lesley Kelly|Jennifer Rolin|
296,Tim Roth|Amanda Plummer|Laura Lovelace|John Travolta|Phil LaMarr|Frank Whaley|Burr Steers|Bruce Willis|Ving Rhames|Paul Calderon|Bronagh Gallagher|Rosanna Arquette|Eric Stoltz|Uma Thurman|
299,Linus Roache|Tom Wilkinson|Robert Carlyle|Cathy Tyson|Lesley Sharp|Robert Pugh|James Ellis|Christine Tremarco|Paul Barber|Rio Fanning|Bill Dean|Gilly Coman|Fred Pearson|Jimmy Gallagher|
300,John Turturro|Rob Morrow|Ralph Fiennes|Paul Scofield|David Paymer|Hank Azaria|Christopher McDonald|Johann Carlo|Elizabeth Wilson|Allan Rich|Mira Sorvino|George Martin|Paul Guilfoyle|Griffin Dunne|Michael Mantell|
301,Tamlyn Tomita|Akira Takayama|Christianne Mays|Michael Ashby|James Grant Benton|Glenn Cannon|Peter Clark|Warren Fabro|Michael Hasegawa|Kyle Kakuno|
302,Isabelle Adjani|Daniel Auteuil|Vincent Perez|Virna Lisi|Dominique Blanc|Pascal Greggory|Claudio Amendola|Asia Argento|Julien Rassam|Thomas Kretschmann|Albano Guaetta|
303,Sharon Stone|Gene Hackman|Russell Crowe|Leonardo DiCaprio|Tobin Bell|Roberts Blossom|Kevin Conway|Keith David|Lance Henriksen|Pat Hingle|Gary Sinise|Mark Boone Junior|Olivia Burnette|Fay Masterson|Raynor Scheine|
304,Peter Falk|Julianne Moore|Ellen Burstyn|Jan Rubes|Joyce Reehling|Ernie Sabella|John Cunningham|Noah Fleiss|Lisa Davis|Rohn Thomas|Karl Mackey|Zygmund Szarnicki|Lee Alan McConnell|David Cutter|
305,Marcello Mastroianni|Sophia Loren|Kim Basinger|Chiara Mastroianni|Stephen Rea|Rupert Everett|Rossy de Palma|Tara Leon|Georgianna Robertson|Lili Taylor|Ute Lemper|Forest Whitaker|Tom Novembre|
306,Samuel Le Bihan|Marion Stalens|Teco Celio|Bernard Escalon|Jean Schlegel|Elzbieta Jasinska|Paul Vermeulen|Roland Carey|Brigitte Raul|Leo Ramseyer|
307,Juliette Binoche|Florence Pernel|Philippe Volter|Claude Duneton|Hugues Quester|Emmanuelle Riva|Florence Vignon|Daniel Martin|Jacek Ostaszewski|Catherine Therouenne|Alain Ollivier|
308,Zbigniew Zamachowski|Julie Delpy|Janusz Gajos|Jerzy Stuhr|Aleksander Bardini|Grzegorz Warchol|Cezary Harasimowicz|Jerzy Nowak|Jerzy Trela|Cezary Pazura|Michel Lisowski|Piotr Machalica|Francis Coffinet|Barbara Dziekan|
309,Jing Ning|Gang Wu|Xiaorui Zhao|Yang Gao|Zhengyun Xu|Liang Zhao|Ju Xingmao|Yusheng Li|Lu Hui|Liyuan Wang|Bolin Zhang|
312,Al Franken|Laura San Giacomo|Shirley Knight|Harris Yulin|Lesley Boone|John Graney|Marjorie Lovett|Walter Robles|Erik Cord|Denver Mattson|Grant Hoover|Cory Milano|Michelle Horn|Harris Laskawy|
313,Jack Palance|Howard McGillin|Michelle Nicastro|Liz Callaway|John Cleese|Steven Wright|Steve Vinovich|Mark Harelik|James Arrington|Davis Gaines|Joel McKinnon Miller|Dakin Matthews|Sandy Duncan|Brian Nissen|Adam Wylie|
314,Jeni Courtney|Pat Slowey|Dave Duffy|Declan Hannigan|Eugene McHugh|Tony Rubini|Mick Lally|Eileen Colgan|Richard Sheridan|Micheal MacCarthaigh|Fergal McElherron|Brendan Conroy|John Lynch|Frankie McCafferty|
315,Sylvester Stallone|Sharon Stone|James Woods|Rod Steiger|Eric Roberts|Chase Randolph|Jeana Bell|Brittany Paige Bouck|LaGaylia Frazier|Tony Munafo|Cheito Quinonez|
316,Kurt Russell|James Spader|Jaye Davidson|Viveca Lindfors|Alexis Cruz|Mili Avital|Leon Rippy|John Diehl|Carlos Lauchu|Djimon Hounsou|Erick Avari|French Stewart|Gianin Loffler|Christopher John Fields|Derek Webster|
317,Tim Allen|Judge Reinhold|Wendy Crewson|Eric Lloyd|David Krumholtz|Larry Brandenburg|Mary Gross|Paige Tamada|Peter Boyle|Judith Scott|Jayne Eastwood|Melissa King|Bradley Wentworth|Azura Bates|Joshua Satok|
318,Tim Robbins|Morgan Freeman|Bob Gunton|William Sadler|Clancy Brown|Gil Bellows|Mark Rolston|James Whitmore|Jeffrey DeMunn|Larry Brandenburg|Neil Giuntoli|Brian Libby|David Proval|Joseph Ragno|Jude Ciccolella|
319,Kerry Fox|Christopher Eccleston|Ewan McGregor|Ken Stott|Keith Allen|Colin McCredie|Victoria Nairn|Gary Lewis|Jean Marie Coffey|Peter Mullan|David Scoular|Grant Glendinning|Victor Eadie|Robert David MacDonald|
320,Dennis Haysbert|Mel Harris|Sab Shimono|Dina Merrill|Michael Harris|David Graf|Fran Ryan|John Ingle|Sanford Gibbons|Mark DeMichele|Sandra Ellis Lafferty|Capri Darling|Carol Kiernan|Laura Groppe|Mel Coleman|
321,Vladimir Cruz|Mirta Ibarra|Francisco Gattorno|Joel Angelino|Marilyn Solaya|Antonio Carmona|Diana Iris del Puerto|
322,Kevin Spacey|Frank Whaley|Michelle Forbes|Benicio Del Toro|Roy Dotrice|Matthew Flint|Patrick Fischler|Jerry Levine|
324,Jack Thompson|Russell Crowe|John Polson|Deborah Kennedy|Joss Moroney|Mitch Mathews|Julie Herbert|Des James|Mick Campbell|Donny Muntz|Jan Adele|Rebekah Elmaloglou|Lola Nixon|Sally Cahill|Bob Baines|
325,Matt Frewer|Valerie Mahaffey|Lawrence Dane|Tommy Chong|Jeremy Renner|Rob Moore|Eric Edwards|Kevin McDonald|Michael Blake|Tara Strong|Nicole de Boer|Sergio Di Zio|Fiona Loewi|Kathryn Rose|Danny Smith|
326,You Ge|Li Gong|Ben Niu|Wu Jiang|Deng Fei|Tao Guo|Tianchi Liu|Zongluo Huang|Yanjin Liu|Dahong Ni|Xiao Cong|Zhang Lu|Yan Su|
327,Lori Petty|Naomi Watts|Don Harvey|Jeff Kober|Scott Coffey|Malcolm McDowell|Stacy Linn Ramsower|Ann Cusack|Brian Wimmer|Iggy Pop|Dawn Robinson|James Hong|
328,John Kassir|Billy Zane|William Sadler|Jada Pinkett Smith|Brenda Bakke|CCH Pounder|Dick Miller|Thomas Haden Church|John Schuck|Gary Farmer|Charles Fleischer|Tim DeZarn|Sherrie Rose|Tony Salome|
329,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn|Gates McFadden|Marina Sirtis|Malcolm McDowell|James Doohan|Walter Koenig|William Shatner|Alan Ruck|Jacqueline Kim|Jenette Goldstein|Thomas Kopache|
330,Clarence Williams III|Joe Torry|Wings Hauser|Tom Wright|Anthony Griffith|Michael Massee|Duane Whitaker|David Alan Grier|Brandon Hammond|Rusty Cundieff|Paula Jai Parker|Corbin Bernsen|Roger Guenveur Smith|
331,Willem Dafoe|Miranda Richardson|Rosemary Harris|Tim Dutton|Nickolas Grace|Geoffrey Bayldon|Clare Holman|Philip Locke|Joanna McCallum|John Savident|Michael Attwell|Sharon Bower|Linda Spurrier|Roberta Taylor|
332,Christopher Reeve|Kirstie Alley|Linda Kozlowski|Meredith Salenger|Mark Hamill|Pippa Pearthree|Peter Jason|Constance Forslund|Karen Kahn|Thomas Dekker|Lindsey Haun|Cody Dorkin|Trishalee Hardy|Jessye Quarry|
333,Chris Farley|David Spade|Brian Dennehy|Bo Derek|Dan Aykroyd|Julie Warner|Sean McCann|Zach Grenier|James Blendick|Clinton Turnbull|Ryder Britton|Paul Greenberg|Graeme Millington|Michael Cram|Dean Marshall|
334,Phoebe Brand|Lynn Cohen|George Gaynes|Jerry Mayer|Julianne Moore|Larry Pine|Brooke Smith|Wallace Shawn|Andre Gregory|Madhur Jaffrey|
335,Peter Gallagher|Alison Elliott|William Fichtner|Adam Trese|Joe Don Baker|Paul Dooley|Shelley Duvall|Elisabeth Shue|Anjanette Comer|Dennis Hill|Harry Goaz|Mark Feltch|Jules Sharp|Vincent Gaskins|
336,Allen Payne|Eddie Griffin|Joe Morton|Vonte Sweet|Roger Floyd|Ion Overman|Kyley Jackman|Bernie Mac|Lena Sang|Wendy Raquel Robinson|Dana Point|Doil Williams|Damon Jones|Kevin Jackson|
337,Johnny Depp|Leonardo DiCaprio|Juliette Lewis|Mary Steenburgen|Darlene Cates|Laura Harrington|Mary Kate Schellhardt|Kevin Tighe|Crispin Glover|Penelope Branning|Tim Green|Susan Loughran|Mark Jordan|
338,Denzel Washington|Kelly Lynch|Russell Crowe|Stephen Spinella|William Forsythe|Louise Fletcher|William Fichtner|Costas Mandylor|Kaley Cuoco|Christopher Murray|Heidi Schanz|Traci Lords|Gordon Jennison Noice|Mari Morrow|
339,Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden|Glynis Johns|Micole Mercurio|Jason Bernard|Michael Rispoli|Ally Walker|Monica Keena|Ruth Rudnick|Marcia Wright|Dick Cusack|
340,Elijah Wood|Kevin Costner|Mare Winningham|Lexi Randall|LaToya Chisholm|Christopher Fennell|Donald Sellers|Leon Sills|Will West|Brennan Gallagher|Adam Henderson|Charlette Julius|Jennifer Tyler|Lucas Black|Justin Lucas|
341,Sandra Oh|Stephen Chang|Alannah Ong|Donald Fong|Frances You|Callum Keith Rennie|Claudette Carracedo|Johnny Mah|Greg Chan|Estelle Coppens|Lesley Ewen|Nathan Fong|Dennis Foon|Kevin Kelly|Gene Kiniski|
342,Sophie Lee|Roz Hammond|Toni Collette|Belinda Jarrett|Pippa Grandison|Bill Hunter|Jeanie Drynan|Dan Wyllie|Gabby Millgate|Gennie Nevinson|Rachel Griffiths|Matt Day|Chris Haywood|Daniel Lapaine|Susan Prior|
343,Schuyler Fisk|Bre Blair|Rachael Leigh Cook|Larisa Oleynik|Tricia Joe|Stacy Linn Ramsower|Zelda Harris|Vanessa Zima|Christian Oliver|Brooke Adams|Bruce Davison|Jessica Needham|Ellen Burstyn|Asher Metchik|
344,Jim Carrey|Courteney Cox|Sean Young|Tone Loc|Dan Marino|Noble Willingham|Troy Evans|Raynor Scheine|Udo Kier|Frank Adonis|Tiny Ron|David Margulies|John Capodice|Judy Clayton|Bill Zuckert|
345,Hugo Weaving|Guy Pearce|Terence Stamp|John Casey|June Marie Bennett|Murray Davies|Frank Cornelius|Bob Boyce|Leighton Picken|Maria Kmet|Joseph Kmet|Alan Dargin|Bill Hunter|Julia Cortez|
346,Sheryl Lee|Stephen Dorff|Ian Hart|Gary Bakewell|Scot Williams|Kai Wiesinger|Jennifer Ehle|Marcelle Duprey|John White|Bernard Merrick|Nicholas Tennant|Finola Geraghty|Rob Spendlove|Charlie Caine|
347,Peter Coyote|Emmanuelle Seigner|Hugh Grant|Kristin Scott Thomas|Victor Banerjee|Sophie Patel|Patrick Albenque|Smilja Mihailovitch|Leo Eckmann|Luca Vellani|Richard Dieux|Danny Wuyts|Daniel Dhubert|Eric Gonzales|
348,John Cusack|Dianne Wiest|Jennifer Tilly|Chazz Palminteri|Jack Warden|Joe Viterelli|Rob Reiner|Tracey Ullman|Jim Broadbent|Harvey Fierstein|Stacey Nelkin|Malgorzata Zajaczkowska|Charles Cragin|Nina von Arx|
349,Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny|Harris Yulin|Donald Moffat|Miguel Sandoval|Benjamin Bratt|Raymond Cruz|Dean Jones|Thora Birch|Ann Magnuson|Hope Lange|Tom Tammi|
350,Susan Sarandon|Tommy Lee Jones|Anthony LaPaglia|Anthony Edwards|Brad Renfro|Will Patton|Bradley Whitford|Anthony Heald|Kim Coates|Kimberly Scott|David Speck|Ossie Davis|
351,Noreen Hennessey|Lucy Webb|Erica Yohn|Tina Majorino|Ray Liotta|Don Ameche|Larry Miller|Joan Cusack|Juney Ellis|Mimi Lieber|Karen Leigh Hopkins|Lin Shaye|Pearl Huang|Marcus Toji|Louis Mustillo|
352,Alfre Woodard|Delroy Lindo|David Patrick Kelly|Zelda Harris|Carlton Williams|Sharif Rashed|Christopher Knowings|Isaiah Washington|Ivelka Reyes|Spike Lee|Frances Foster|Norman Matlock|
353,Brandon Lee|Rochelle Davis|Ernie Hudson|Michael Wincott|Bai Ling|Sofia Shinas|Anna Levine|David Patrick Kelly|Angel David|Laurence Mason|Michael Massee|Tony Todd|Jon Polito|Bill Raymond|
354,Tommy Lee Jones|Robert Wuhl|Lolita Davidovich|Ned Bellamy|Scott Burkholder|Allan Malamud|Bill Caplan|Jeff Fellenzer|Doug Krikorian|Gavin Smith|Lou Myers|William Utay|Rhoda Griffis|Tyler Logan Cobb|
355,John Goodman|Elizabeth Perkins|Rick Moranis|Kyle MacLachlan|Halle Berry|Elizabeth Taylor|Dann Florek|Richard Moll|Irwin Keyes|Jonathan Winters|Harvey Korman|Elaine Silver|Melanie Silver|
356,Tom Hanks|Rebecca Williams|Sally Field|Michael Conner Humphreys|George Kelly|Bob Penny|John Randall|Sam Anderson|Margo Moorer|Christine Seabrook|John Worsham|Peter Dobson|Siobhan Fallon Hogan|
357,Hugh Grant|James Fleet|Simon Callow|John Hannah|Kristin Scott Thomas|David Bower|Charlotte Coleman|Andie MacDowell|Timothy Walker|Sara Crowe|Ronald Herdman|Elspet Gray|Philip Voss|Rupert Vansittart|Nicola Walker|
358,Omar Epps|Kristy Swanson|Michael Rapaport|Jennifer Connelly|Ice Cube|Jason Wiles|Tyra Banks|Cole Hauser|Laurence Fishburne|Bradford English|Regina King|Busta Rhymes|Andrew Bryniarski|
360,Nick Nolte|Julia Roberts|Saul Rubinek|James Rebhorn|Robert Loggia|Kelly Rutherford|Olympia Dukakis|Marsha Mason|Eugene Levy|Charles Martin Smith|Dan Butler|Paul Gleason|Jane Adams|Lisa Lu|Nora Dunn|
361,Nicolas Cage|Bridget Fonda|Rosie Perez|Wendell Pierce|Isaac Hayes|Seymour Cassel|Stanley Tucci|Red Buttons|Richard Jenkins|Robert Dorfman|Charles Busch|Beatrice Winde|Ginny Yang|
362,Jason Scott Lee|Cary Elwes|Lena Headey|Sam Neill|John Cleese|Jason Flemyng|Stefan Kalipha|Ron Donachie|Anirudh Agarwal|Faran Tahir|Sean Naegeli|Joanna Wolff|Liza Walker|Rachel Robertson|Natalie Morse|
363,Leni Riefenstahl|Marlene Dietrich|Walter Frentz|Joseph Goebbels|Rudolf Hess|John Herbert Higgins|Adolf Hitler|Saburo Ito|Horst Kettner|Guzzi Lantschner|Ralph Metcalfe|Jesse Owens|
364,Matthew Broderick|Jonathan Taylor Thomas|James Earl Jones|Jim Cummings|Jeremy Irons|Moira Kelly|Niketa Calame|Ernie Sabella|Nathan Lane|Robert Guillaume|Rowan Atkinson|Madge Sinclair|Whoopi Goldberg|Cheech Marin|Jason Weaver|
365,Keanu Reeves|Ruocheng Ying|Chris Isaak|Alex Wiesendanger|Raju Lal|Greishma Makar Singh|Sogyal Rinpoche|Bridget Fonda|Jo Champa|Jigme Kunsang|Thubtem Jampa|Surekha Sikri|
366,Jeff Davis|Heather Langenkamp|Miko Hughes|Matt Winston|Rob LaBelle|David Newsom|Wes Craven|Marianne Maddalena|Gretchen Oehler|Tracy Middendorf|Cully Fredricksen|Bodhi Elfman|Sam Rubin|Robert Englund|Claudia Haro|
367,Jim Carrey|Peter Riegert|Peter Greene|Amy Yasbeck|Richard Jeni|Orestes Matacena|Tim Bagley|Nancy Fish|Johnny Williams|Jim Doughan|Denis Forest|Cameron Diaz|Joseph Alfieri|
368,Mel Gibson|Jodie Foster|James Garner|Graham Greene|Alfred Molina|James Coburn|Dub Taylor|Geoffrey Lewis|Dan Hedaya|Dennis Fimple|Denver Pyle|Clint Black|Max Perlich|Art LaFleur|
369,Jennifer Jason Leigh|Campbell Scott|Matthew Broderick|Peter Gallagher|Jennifer Beals|Andrew McCarthy|Wallace Shawn|Martha Plimpton|Sam Robards|Lili Taylor|James Le Gros|Gwyneth Paltrow|Nick Cassavetes|David Thornton|Heather Graham|
370,Leslie Nielsen|Priscilla Presley|George Kennedy|Fred Ward|Kathleen Freeman|Anna Nicole Smith|Ellen Greene|Ed Williams|Raye Birk|Matt Roe|Wylie Small|Sharon Cornell|Earl Boen|Jeff Wright|
371,Michael Keaton|Robert Duvall|Glenn Close|Marisa Tomei|Randy Quaid|Jason Robards|Jason Alexander|Spalding Gray|Lynne Thigpen|Jack Kehoe|Roma Maffia|Clint Howard|Geoffrey Owens|Amelia Campbell|
372,Winona Ryder|Ethan Hawke|Janeane Garofalo|Steve Zahn|Ben Stiller|Swoosie Kurtz|Susan Norfleet|Joe Don Baker|James Rothenberg|John Mahoney|Eric Morgan Stuart|Barry Del Sherman|Chelsea Lagos|
373,Nicolas Cage|Craig Reay|Vance Johnson|Robert Apel|Bobby Joe McFadden|Lara Flynn Boyle|Dale Gibson|Ted Parks|Babs Bram|Robert Guajardo|Sarah Sullivan|Timothy Carhart|Dan Shor|Dennis Hopper|
374,Macaulay Culkin|John Larroquette|Edward Herrmann|Christine Ebersole|Jonathan Hyde|Michael McShane|Chelcie Ross|Mariangela Pino|Stephi Lineburg|Michael Maccarone|Joel Robinson|Jonathan Hilario|Reggie Jackson|Claudia Schiffer|Wanda Christine|
375,Susan Sarandon|Nick Stahl|Sam Shepard|Marcia Gay Harden|Robert Sean Leonard|Sean Astin|Patricia Reeves|Joe Lisi|Matt Keeslar|Marvin Scott|Bill Boggs|Christopher Wynkoop|Kathryn Kinley|Philip Arthur Ross|Steven Robert Ross|
376,Meryl Streep|Joseph Mazzello|Stephanie Sawyer|David Strathairn|Elizabeth Hoffman|Victor Galloway|Diane Delano|Kevin Bacon|William Lucking|Benjamin Bratt|Paul Cantelon|Glenn Morshower|
377,Keanu Reeves|Dennis Hopper|Sandra Bullock|Joe Morton|Jeff Daniels|Alan Ruck|Glenn Plummer|Richard Lineback|Beth Grant|Hawthorne James|Carlos Carrasco|David Kriegel|Natsuko Ohama|Daniel Villarreal|Simone Gad|
378,Michael Keaton|Geena Davis|Christopher Reeve|Bonnie Bedelia|Ernie Hudson|Charles Martin Smith|Gailard Sartain|Ray Baker|Mitchell Ryan|Willie Garson|Paul Lazar|Richard Poe|Harry Shearer|Steven Wright|Jodi Carlisle|
379,Mia Sara|Ron Silver|Bruce McGill|Gloria Reuben|Scott Bellis|Jason Schombing|Scott Lawrence|Kenneth Welsh|Brent Woolsey|Brad Loree|Shane Kelly|Richard Faraci|Steven Lambert|Kevin McNulty|
380,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold|Bill Paxton|Tia Carrere|Art Malik|Eliza Dushku|Grant Heslov|Charlton Heston|Marshall Manesh|James Allen|Dieter Rauter|Jane Morris|Katsy Chappell|Crystina Wyler|
381,Andy Garcia|Meg Ryan|Ellen Burstyn|Tina Majorino|Mae Whitman|Lauren Tom|Philip Seymour Hoffman|Eugene Roche|Gail Strickland|Steven Brill|Susanna Thompson|Erinn Canavan|LaTanya Richardson Jackson|James Jude Courtney|
382,Jack Nicholson|Michelle Pfeiffer|James Spader|Kate Nelligan|Richard Jenkins|Christopher Plummer|Eileen Atkins|David Hyde Pierce|Om Puri|Ron Rifkin|Prunella Scales|Brian Markinson|Peter Gerety|Bradford English|
383,Kevin Costner|Dennis Quaid|Gene Hackman|David Andrews|Linden Ashby|Jeff Fahey|Joanna Going|Mark Harmon|Michael Madsen|Bill Pullman|Isabella Rossellini|Tom Sizemore|JoBeth Williams|Mare Winningham|
384,Ellen Barkin|Laurence Fishburne|Frank Langella|Michael Beach|Gia Carides|David Ogden Stiers|Daniel Hugh Kelly|Spalding Gray|James Hong|Tegan West|Fred Henderson|Michelle Beaudoin|Sherry Bie|Alan Robertson|
